identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Vaid2020release,SRP237262,SRR10673650,SRR10673650,rep2,PRO-seq,D. melanogaster,cell line,S2,,,,,control,vehicle,DMSO,,False,ligation,H. sapiens,,False,Lynn,,True,,Vaid,2020,Mannervik,10.1093/nar/gkaa234,single,True,True,True,True,True,False,False,637,SRR10673650,722,702,33154685,75,16589585,0.705267,9534399,3705357,0.7981,11085639,2312939,101.04,5027066,811772,2409807,41.51,2.434112262105517,0.31489345,0.2874828592254309,8.110632560547387,3,1
Vaid2020release,SRP237262,SRR10673651,SRR10673651,rep1,PRO-seq,D. melanogaster,cell line,S2,,,,,experimental,treatment,trichostatin A(400 nM),"-10,0,min",False,ligation,H. sapiens,,False,Lynn,,True,,Vaid,2020,Mannervik,10.1093/nar/gkaa234,single,True,True,True,True,True,False,False,638,SRR10673651,722,702,28610093,75,19191327,0.706573,11840017,3524216,0.8006,13107419,2358330,103.02,6325511,836897,3045402,52.46,1.9637819290888294,0.3229948,0.31651303429423994,9.428421254920872,3,1
Vaid2020release,SRP237262,SRR10673652,SRR10673652,rep2,PRO-seq,D. melanogaster,cell line,S2,,,,,experimental,treatment,trichostatin A(400 nM),"-10,0,min",False,ligation,H. sapiens,,False,Lynn,,True,,Vaid,2020,Mannervik,10.1093/nar/gkaa234,single,True,True,True,True,True,False,False,639,SRR10673652,722,702,24025281,75,11815601,0.665334,7050026,2476000,0.8062,8061333,1705352,74.5,3588771,551771,1861477,32.06,2.323767935121647,0.32997546,0.2543749251440251,5.594610364663864,3,1
Vaid2020release,SRP237262,SRR10673653,SRR10673653,rep1,PRO-seq,D. melanogaster,cell line,S2,,,,,experimental,treatment,trichostatin A(400 nM),"-30,0,min",False,ligation,H. sapiens,,False,Lynn,,True,,Vaid,2020,Mannervik,10.1093/nar/gkaa234,single,True,True,True,True,True,False,False,640,SRR10673653,722,702,39279038,75,19902744,0.733564,11340511,4350350,0.7884,13391132,2919433,127.53,5932718,910308,3093327,53.28,2.393581081081081,0.3101727,0.27538371936345934,9.337033356558543,3,1
Vaid2020release,SRP237262,SRR10673654,SRR10673654,rep2,PRO-seq,D. melanogaster,cell line,S2,,,,,experimental,treatment,trichostatin A(400 nM),"-30,0,min",False,ligation,H. sapiens,,False,Lynn,,True,,Vaid,2020,Mannervik,10.1093/nar/gkaa234,single,True,True,True,True,True,False,False,641,SRR10673654,722,702,43997082,75,15962126,0.743245,8445145,3841185,0.7696999999999999,10303084,2139572,93.46,5091338,645111,1936379,33.35,2.8023988005997,0.2836223,0.24479700618124756,7.215662905433074,3,1
Aprile-garcia2019nascent,SRP136551,SRR6904125,SRR6904125,rep1,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,control,no treatment,,,False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2181,SRR6904125,825,603,14227627,75,11461592,0.277084,8457787,2191450,0.9290999999999999,9518131,588202,15.28,2052981,532700,4758907,3.54,4.31638418079096,0.71341525,0.08602015581782242,0.3350666094356774,3,3
Aprile-garcia2019nascent,SRP136551,SRR6904126,SRR6904126,rep2,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,control,no treatment,,,False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2182,SRR6904126,825,603,14029567,75,10205384,0.317945,7293890,2021461,0.9128000000000001,8301731,558096,14.5,2070360,446410,3827665,2.85,5.087719298245614,0.66326173,0.06895657203455265,0.28057260374790777,3,4
Aprile-garcia2019nascent,SRP136551,SRR6904127,SRR6904127,rep3,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,control,no treatment,,,False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2183,SRR6904127,825,603,20775050,50,16302394,0.344436,11242081,3327368,0.8937,12922928,771577,20.04,3227135,611892,6164248,4.59,4.366013071895424,0.67198805,0.09138032329950402,0.3821214161823794,2,3
Aprile-garcia2019nascent,SRP136551,SRR6904128,SRR6904128,rep4,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,control,no treatment,,,False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2184,SRR6904128,825,603,44179700,75,39133326,0.431068,28025469,7602284,0.9104000000000001,32270737,2205828,57.3,7252996,1696256,16001612,11.9,4.815126050420168,0.68610025,0.16323111958686842,1.361791403867501,1,2
Aprile-garcia2019nascent,SRP136551,SRR6904129,SRR6904129,rep1,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,experimental,treatment,heat shock(43 Celsius),"-90,0,min",False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2185,SRR6904129,825,603,14516337,75,11537564,0.308103,10040425,716655,0.9323999999999999,9353991,866240,22.5,1909017,413475,4507992,3.35,6.716417910447761,0.6732592,0.06954189795028172,0.22074086174210011,3,4
Aprile-garcia2019nascent,SRP136551,SRR6904130,SRR6904130,rep2,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,experimental,treatment,heat shock(43 Celsius),"-90,0,min",False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2186,SRR6904130,825,603,14736260,75,10666298,0.29075,9173531,737150,0.9292,8608053,740151,19.23,1654962,395449,4280593,3.18,6.047169811320755,0.6863207299999999,0.06777220211838834,0.2017640850882151,3,4
Aprile-garcia2019nascent,SRP136551,SRR6904131,SRR6904131,rep3,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,experimental,treatment,heat shock(43 Celsius),"-90,0,min",False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2187,SRR6904131,825,603,22850014,50,18881509,0.349866,15600541,1353739,0.8979,14639289,1485878,38.6,2960784,567457,7025856,5.23,7.380497131931166,0.6876397,0.07973594621505092,0.29910302860299776,2,4
Aprile-garcia2019nascent,SRP136551,SRR6904132,SRR6904132,rep4,PRO-seq,H. sapiens,cell line,HEK293T Flp-In,,,,,experimental,treatment,heat shock(43 Celsius),"-90,0,min",False,ligation,None,"States in notes that cycloheximide and NSC624206 were used as pretreatment for heat shock, but based on paper results section this seems to not be the case for the PRO-seq samples",False,Rutendo,Lynn,True,,Aprile-Garcia,2019,Sawarkar,10.1038/s41594-018-0182-x,single,True,True,False,False,True,False,False,2188,SRR6904132,825,603,37759495,75,34844169,0.391935,30381977,1657469,0.9195,27673937,2749196,71.41,4035183,1251152,15015231,11.17,6.3930170098478065,0.7349398,0.15481266697882953,0.7701346886612406,1,3
Danko2018dynamic,SRP081110,SRR4012392,SRZ4012390,rep1,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 1,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,150,SRZ4012390,1063,517,52154102,50,39388204,0.535657,30800008,2400255,0.8429000000000001,29132401,1808565,46.98,4027107,1839504,16712455,12.43,3.7795655671761863,0.63181165,0.09702629211598743,0.5226677194328001,2,3
Danko2018dynamic,SRP081110,SRR4012393,SRR4012393,rep1,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 1,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,1478,SRR4012393,1063,517,52238549,50,41815250,0.657015,33068575,2600691,0.853,31451794,1965783,51.06,3573139,1922950,18725370,13.93,3.6654702081837764,0.5549133,0.08004970340966981,0.580878956820876,3,3
Danko2018dynamic,SRP081110,SRR4012399,SRZ4012394,rep2,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 2,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"This was a separate blood draw/cell prep from the individual 2, so kid of bio reps, kind of tech reps; References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,151,SRZ4012394,1064,517,97283356,50,78323360,0.794673,57575102,5994241,0.8116,55666297,3791040,98.47,8001394,3249207,30939922,23.02,4.277584708948741,0.47179935,0.07708518869084864,1.0368933747760372,3,4
Danko2018dynamic,SRP081110,SRR4012397,SRZ4012396,rep2,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 2,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,152,SRZ4012396,1064,517,55059119,51,38678020,0.718883,29099296,2371305,0.8137000000000001,27534272,1634511,42.46,4351188,1595927,15421013,11.47,3.7018308631211854,0.4855857,0.07059287775926398,0.48544499177207,3,4
Danko2018dynamic,SRP081110,SRR4012401,SRZ4012400,rep3,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 3,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,153,SRZ4012400,1065,517,65479334,51,16263064,0.756174,12154289,1228659,0.8229000000000001,11684136,900684,23.39,1885091,704381,6264086,4.66,5.01931330472103,0.29170995,0.02875042257386521,0.19652947355419104,3,5
Danko2018dynamic,SRP081110,SRR4012403,SRZ4012402,rep3,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 3,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,154,SRZ4012402,1065,517,12498632,51,4151452,0.691468,3117087,311865,0.826,3017081,203185,5.28,333386,175880,1806198,1.34,3.9402985074626864,0.14475485,0.010206628256521974,0.051619451622839777,5,5
Danko2018dynamic,SRP081110,SRR4012405,SRZ4012404,rep1,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 3,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,155,SRZ4012404,1280,520,58992145,50,49135905,0.722331,37072817,2822963,0.8119,34943589,2736087,74.02,4584168,1749584,20755570,15.86,4.667087011349306,0.5011324,0.06642312529489716,0.6046951963517201,3,4
Danko2018dynamic,SRP081110,SRR4012407,SRZ4012406,rep1,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 3,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,156,SRZ4012406,1280,520,62464716,50,54407057,0.779065,40973234,3410067,0.8158,38477626,3126820,84.6,4453982,2047042,22802625,17.43,4.853700516351118,0.43951725,0.054867564003405374,0.6862210283070194,3,4
Danko2018dynamic,SRP081110,SRR4012409,SRZ4012408,rep2,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 4,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,157,SRZ4012408,1281,520,63213095,51,46974080,0.477908,35978039,2395338,0.8169,33854296,2047596,55.4,3430883,1748457,21726694,16.61,3.3353401565322094,0.71874595,0.1250685637560665,0.5847891251759252,1,2
Danko2018dynamic,SRP081110,SRR4012412,SRZ4012410,rep2,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 4,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,158,SRZ4012410,1281,520,51500375,51,37859436,0.511314,28665079,2021161,0.8105,26968094,1590748,43.04,2732410,1501383,17065869,13.04,3.3006134969325154,0.64979955,0.09564324496582213,0.46548195136250353,2,3
Danko2018dynamic,SRP081110,SRR4012413,SRR4012413,rep3,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 5,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,1479,SRR4012413,1282,520,89498199,76,55486603,0.398494,39486879,3034552,0.7663,37256872,2861566,77.42,4708736,1872965,22461651,17.17,4.5090273733255675,0.77175505,0.15728142363813616,0.6772758073781152,1,2
Danko2018dynamic,SRP081110,SRR4012414,SRR4012414,rep3,PRO-seq,P. troglodytes,primary cell,CD4+ T cell,individual 5,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,1480,SRR4012414,1282,520,90049403,76,61694790,0.485231,46637471,3419645,0.8114,43709613,3179007,86.01,4393743,2234009,27258657,20.84,4.127159309021113,0.7175588,0.15028845995714207,0.8514408563714801,1,2
Danko2018dynamic,SRP081110,SRR4012416,SRZ4012415,rep4,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 1,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"Individual 1, but no corresponding treatment - wanted to keep reps from same individual consistent, so made these rep4; References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,159,SRZ4012415,1091,518,36785720,51,10342444,0.607089,7257690,669849,0.7665000000000001,2800377,136402,19.33,180336,55399,1182234,4.98,3.88152610441767,0.34135731,0.027856771271565856,0.10414337764487219,4,5
Danko2018dynamic,SRP081110,SRR4012419,SRZ4012417,rep1,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 2,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,160,SRZ4012417,1092,518,73457232,50,67864406,0.752196,49699871,4434708,0.7977,18962182,855958,121.3,740086,412185,8817909,37.15,3.2651413189771197,0.51104265,0.06917267161811823,0.8132884869686351,3,4
Danko2018dynamic,SRP081110,SRR4012422,SRZ4012420,rep1,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 2,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,161,SRZ4012420,1092,518,64672071,50,57762688,0.840162,42727150,4181044,0.8120999999999999,16837884,911157,129.12,693370,401514,7996823,33.69,3.8325912733748893,0.3413709,0.03918708500706001,0.7321514537640231,4,5
Danko2018dynamic,SRP081110,SRR4012425,SRZ4012423,rep2,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 3,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,162,SRZ4012423,1093,518,78967225,51,63476083,0.633267,46552271,3623512,0.7905,17685228,704377,99.82,845545,355256,8595049,36.21,2.756697045015189,0.6416274,0.10931645884429991,0.7543253629424932,2,3
Danko2018dynamic,SRP081110,SRR4012428,SRZ4012426,rep2,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 3,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,163,SRZ4012426,1093,518,82904581,51,55010357,0.740474,40678571,3296364,0.7994,15701972,654683,92.77,691967,348879,8028795,33.83,2.7422406148389005,0.49252475,0.06877491210952306,0.6655661579341611,3,4
Danko2018dynamic,SRP081110,SRR4012429,SRR4012429,rep1,PRO-seq,M. musculus,primary cell,CD4+ T cell,,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,1481,SRR4012429,1167,519,115244898,75,83156952,0.683354,70793588,3008473,0.8875,66652870,5652546,152.6,8279133,3896945,39905922,36.19,4.216634429400387,0.66396785,0.13933929070666062,1.6000769116724922,3,2
Danko2018dynamic,SRP081110,SRR4012430,SRR4012430,rep1,PRO-seq,R. norvegicus,primary cell,CD4+ T cell,,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,1482,SRR4012430,1285,521,102403747,75,83866198,0.530764,69323123,6235898,0.9009,66656838,5711387,152.37,8814676,3072417,37237797,35.67,4.27165685449958,0.7275967,0.17263273627765297,1.7783483057175198,2,2
Danko2018dynamic,SRP081110,SRR6780907,SRR6780907,rep4,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 4,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,2144,SRR6780907,1066,517,59300049,76,46128670,0.378779,21446997,2971568,0.5294,21184839,1463848,38.02,3251755,1190286,11865516,8.83,4.305775764439411,0.75350695,0.12028983436460647,0.4969407201312713,1,2
Danko2018dynamic,SRP081110,SRR6780908,SRR6780908,rep4,PRO-seq,H. sapiens,primary cell,CD4+ T cell,individual 4,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,2145,SRR6780908,1066,517,58340149,76,43233899,0.426041,23847529,2584118,0.6114,23291934,1463840,38.02,2957846,1337665,13770004,10.24,3.7128906250000004,0.71333235,0.11290037811302847,0.5643275970949498,1,3
Danko2018dynamic,SRP081110,SRR6780909,SRR6780909,rep3,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 4,,,,control,vehicle;vehicle,ethanol;DMSO,"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,2146,SRR6780909,1094,518,60461087,76,52324699,0.437644,26868945,2758867,0.5661999999999999,10457391,524725,74.36,712084,220872,4265436,17.97,4.138007790762382,0.74852255,0.12015999081240454,0.5242377301679592,1,2
Danko2018dynamic,SRP081110,SRR6780910,SRR6780910,rep3,PRO-seq,M. mulatta,primary cell,CD4+ T cell,individual 4,,,,experimental,treatment;treatment,phorbol 12-myristate 13-acetate(25 ng/mL);ionomycin(1 mM),"-30,0,min;-30,0,min",False,ligation,None,"References Kwak2013precise for library prep, no specifics in paper or GEO",False,Lynn,,True,,Danko,2018,Siepel,10.1038/s41559-017-0447-5,single,True,False,False,False,False,False,False,2147,SRR6780910,1094,518,54212254,76,45929943,0.496868,26432797,2422773,0.6283,10373482,558554,79.15,607714,227944,4696123,19.79,3.999494694290046,0.68814575,0.1009177839652928,0.5391858388981919,1,3
Blumberg2021characterizing,SRP268709,SRR12083664,SRR12083664,rep1,PRO-seq,H. sapiens,cell line,K562,,,,,baseline,no treatment,,,False,ligation,None,,False,Lynn,,True,,Blumberg,2021,Siepel,10.1186/s12915-021-00949-x,paired,False,True,False,True,False,False,False,846,SRR12083664,873,723,58918350,150,40574700,0.133581,14113159,3273731,0.48969999999999997,34213383,1749658,45.45,969069,2362580,24669424,18.35,2.4768392370572205,0.87838805,0.17363895061273404,0.8779445480866942,1,1
Blumberg2021characterizing,SRP268709,SRR12083665,SRR12083665,rep2,PRO-seq,H. sapiens,cell line,K562,,,,,baseline,no treatment,,,False,ligation,None,,False,Lynn,,True,,Blumberg,2021,Siepel,10.1186/s12915-021-00949-x,paired,False,True,False,True,False,False,False,847,SRR12083665,873,723,70011334,150,47228404,0.147853,16630453,3925476,0.4661,37783682,1958822,50.88,1078014,2577826,27233061,20.26,2.511352418558736,0.87834055,0.179271248765051,0.9286910094718069,1,1
Fan2020drb,SRP234556,SRR10582201,SRR10582201,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,control,vehicle,DMSO,"-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,597,SRR10582201,943,699,47372697,150,47332303,0.606811,30008423,5277163,0.7454999999999999,32838542,9121762,236.93,4895140,9294115,8269223,6.15,38.52520325203252,0.4828854,0.1274997496784227,2.0232362552870975,2,5
Fan2020drb,SRP234556,SRR10582202,SRR10582202,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment,THZ531(100 nM),"-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,598,SRR10582202,943,699,29268805,75,29143087,0.45278,16466309,9343620,0.8856,24412251,1409337,36.61,7325597,1210118,11484876,8.54,4.286885245901639,0.59904005,0.12293986896751948,1.4648189173818138,1,2
Fan2020drb,SRP234556,SRR10582203,SRR10582203,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment,THZ531(200 nM),"-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,599,SRR10582203,943,699,24570750,75,24436964,0.506055,12487256,9233725,0.8889,20561308,1026187,26.65,7351496,748810,8887523,6.61,4.0317700453857785,0.53122215,0.09986200910043964,1.3626953899522294,2,3
Fan2020drb,SRP234556,SRR10582204,SRR10582204,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;vehicle,DRB(100 microM);DMSO,"-4,0,hr;-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,600,SRR10582204,943,699,38539698,75,38385976,0.639599,17812036,16556014,0.8953,31485224,1687272,43.83,14027902,856745,10001313,7.44,5.891129032258064,0.43651335,0.09059150262167792,2.343797925085638,2,3
Fan2020drb,SRP234556,SRR10582205,SRR10582205,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(100 nM),"-4,0,hr;-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,601,SRR10582205,943,699,25504769,75,25434212,0.683685,9930095,12689294,0.8893000000000001,21016590,1029808,26.75,10628279,544231,5526131,4.11,6.508515815085158,0.35539335,0.0650889373303215,1.7100150737056756,3,4
Fan2020drb,SRP234556,SRR10582206,SRR10582206,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(200 nM),"-4,0,hr;-4,0,hr",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,602,SRR10582206,943,699,25381823,75,25271383,0.782768,6868726,15732371,0.8943000000000001,21452989,730872,18.98,12858513,411437,4174610,3.11,6.102893890675242,0.2403534,0.05484863855506253,1.9974689793004083,3,4
Fan2020drb,SRP234556,SRR10582207,SRR10582207,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;vehicle,DRB(100 microM);DMSO,"-15150,-750,s;-15150,-750,s",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,603,SRR10582207,943,699,28257558,75,28133724,0.575613,12756362,12387121,0.8937,23174776,1017638,26.43,9848899,771994,7953315,5.92,4.464527027027027,0.46629395,0.10114099460654878,1.7423895654269521,2,3
